異常	異常	異常	abnormality	abnormality	abnormality	2979
症状	症状	症状	symptoms	symptoms	symptom	2953
活動	活動	活動	activity	activity	activity	2944
プログラム	プログラム	プログラム	program	program	program	2905
観察	観察	観察	observation	observation	observation	2905
損失	損失	損失	loss	loss	loss	2875
加熱	加熱	加熱	heating	heating	heating	2849
有効	有効	有効	effectiveness	effectiveness	effectiveness	2840
技術	技術	技術	technologies	technologies	technology	2829
治療	治療	治療	therapy	therapy	therapy	2771
モデル	モデル	モデル	models	models	model	2739
接触	接触	接触	contact	contact	contact	2722
予防	予防	予防	prevention	prevention	prevention	2683
感度	感度	感度	sensitivity	sensitivity	sensitivity	2635
燃料	燃料	燃料	fuel	fuel	fuel	2630
市場	市場	市場	market	market	market	2622
発症	発症	発症	crisis	crisis	crisis	2608
運転	運転	運転	operation	operation	operation	2594
予測	予測	予測	prediction	prediction	prediction	2564
増加	増加	増加	increases	increases	increase	2537
依存	依存	依存	dependence	dependence	dependence	2529
現象	現象	現象	phenomenon	phenomenon	phenomenon	2515
選択	選択	選択	selection	selection	selection	2512
損傷	損傷	損傷	damage	damage	damage	2505
濃度	濃度	濃度	concentrations	concentrations	concentration	2477
格子	格子	格子	lattice	lattice	lattice	2473
観測	観測	観測	observation	observation	observation	2470
分野	分野	分野	field	field	field	2449
パターン	パターン	パターン	patterns	patterns	pattern	2397
代謝	代謝	代謝	metabolism	metabolism	metabolism	2313
作業	作業	作業	work	work	work	2310
面積	面積	面積	area	area	area	2307
供給	供給	供給	supply	supply	supply	2294
交換	交換	交換	exchange	exchange	exchange	2277
セル	セル	セル	cell	cell	cell	2275
電荷	電荷	電荷	charge	charge	charge	2262
ストレス	ストレス	ストレス	stress	stress	stress	2259
調査	調査	調査	survey	survey	survey	2250
提案	提案	提案	propose	propose	propose	2249
容量	容量	容量	capacity	capacity	capacity	2246
距離	距離	距離	distance	distance	distance	2243
刺激	刺激	刺激	stimulation	stimulation	stimulation	2238
吸着	吸着	吸着	adsorption	adsorption	adsorption	2236
基板	基板	基板	substrates	substrates	substrate	2215
分解能	分解能	分解能	resolution	resolution	resolution	2196
真空	真空	真空	vacuum	vacuum	vacuum	2181
タイプ	タイプ	タイプ	type	type	type	2174
ラット	ラット	ラット	rats	rats	rat	2153
部品	部品	部品	parts	parts	part	2145
デバイス	デバイス	デバイス	device	device	device	2110
伝送	伝送	伝送	transmission	transmission	transmission	2096
電子	電子	電子	electrons	electrons	electron	2084
触媒	触媒	触媒	catalyst	catalyst	catalyst	2062
変異	変異	変異	mutation	mutation	mutation	2044
知識	知識	知識	knowledge	knowledge	knowledge	2030
リスク	リスク	リスク	risk	risk	risk	2011
手術	手術	手術	surgery	surgery	surgery	1996
障害	障害	障害	failure	failure	failure	1980
活動	活動	活動	activities	activities	activity	1979
燃焼	燃焼	燃焼	combustion	combustion	combustion	1973
表面	表面	表面	surfaces	surfaces	surface	1963
一部	一部	一部	part	part	part	1952
防止	防止	防止	prevention	prevention	prevention	1896
比較	比較	比較	comparison	comparison	comparison	1867
観点	観点	観点	viewpoint	viewpoint	viewpoint	1855
意義	意義	意義	significance	significance	significance	1844
動作	動作	動作	operation	operation	operation	1840
減少	減少	減少	decreases	decreases	decrease	1827
結晶	結晶	結晶	crystals	crystals	crystal	1816
装置	装置	装置	device	device	device	1784
レベル	レベル	レベル	levels	levels	level	1779
経過	経過	経過	progress	progress	progress	1776
応用	応用	応用	applications	applications	application	1764
資源	資源	資源	resources	resources	resource	1755
疲労	疲労	疲労	fatigue	fatigue	fatigue	1752
分化	分化	分化	differentiation	differentiation	differentiation	1740
緩和	緩和	緩和	relaxation	relaxation	relaxation	1719
構成	構成	構成	composition	composition	composition	1717
栽培	栽培	栽培	cultivation	cultivation	cultivation	1711
体積	体積	体積	volume	volume	volume	1689
切除	切除	切除	resection	resection	resection	1677
ブロック	ブロック	ブロック	block	block	block	1664
血圧	血圧	血圧	blood pressure	blood pressure	blood pressure	1663
磁化	磁化	磁化	magnetization	magnetization	magnetization	1657
係数	係数	係数	coefficients	coefficients	coefficient	1626
変動	変動	変動	fluctuation	fluctuation	fluctuation	1625
摩擦	摩擦	摩擦	friction	friction	friction	1619
走査	走査	走査	scanning	scanning	scanning	1616
バンド	バンド	バンド	band	band	band	1609
モード	モード	モード	modes	modes	mode	1597
劣化	劣化	劣化	degradation	degradation	degradation	1582
展開	展開	展開	development	development	development	1575
病変	病変	病変	lesions	lesions	lesion	1569
操作	操作	操作	operation	operation	operation	1556
エンジン	エンジン	エンジン	engine	engine	engine	1543
部分	部分	部分	part	part	part	1539
寿命	寿命	寿命	life	life	life	1538
事例	事例	事例	cases	cases	case	1531
制度	制度	制度	system	system	system	1524
循環	循環	循環	circulation	circulation	circulation	1516
計算	計算	計算	calculations	calculations	calculation	1510
注入	注入	注入	injection	injection	injection	1496
消費	消費	消費	consumption	consumption	consumption	1492
伝搬	伝搬	伝搬	propagation	propagation	propagation	1487
分泌	分泌	分泌	secretion	secretion	secretion	1476
維持	維持	維持	maintenance	maintenance	maintenance	1454
関数	関数	関数	functions	functions	function	1452
欠陥	欠陥	欠陥	defects	defects	defect	1444
細菌	細菌	細菌	bacteria	bacteria	bacteria	1442
進展	進展	進展	progress	progress	progress	1438
回折	回折	回折	diffraction	diffraction	diffraction	1430
発展	発展	発展	development	development	development	1426
シート	シート	シート	sheet	sheet	sheet	1404
対応	対応	対応	correspondence	correspondence	correspondence	1397
放射	放射	放射	radiation	radiation	radiation	1397
放射線	放射線	放射線	radiation	radiation	radiation	1391
配列	配列	配列	sequence	sequence	sequence	1388
所見	所見	所見	opinion	opinion	opinion	1386
設備	設備	設備	facilities	facilities	facility	1382
分野	分野	分野	fields	fields	field	1377
対象	対象	対象	object	object	object	1366
事例	事例	事例	case	case	case	1360
再生	再生	再生	regeneration	regeneration	regeneration	1359
設備	設備	設備	facility	facility	facility	1359
せん断	せん断	せん断	shear	shear	shear	1357
チップ	チップ	チップ	chip	chip	chip	1354
危険	危険	危険	risk	risk	risk	1354
歴史	歴史	歴史	history	history	history	1345
出血	出血	出血	hemorrhage	hemorrhage	hemorrhage	1337
体制	体制	体制	system	system	system	1337
種類	種類	種類	types	types	type	1332
デバイス	デバイス	デバイス	devices	devices	device	1328
場合	場合	場合	cases	cases	case	1316
貯蔵	貯蔵	貯蔵	storage	storage	storage	1315
サイクル	サイクル	サイクル	cycle	cycle	cycle	1315
切除	切除	切除	excision	excision	excision	1313
ギャップ	ギャップ	ギャップ	gap	gap	gap	1298
社会	社会	社会	society	society	society	1297
推進	推進	推進	promotion	promotion	promotion	1297
入院	入院	入院	hospitalization	hospitalization	hospitalization	1296
抑制	抑制	抑制	suppression	suppression	suppression	1293
感受性	感受性	感受性	sensitivity	sensitivity	sensitivity	1274
解析	解析	解析	analyses	analyses	analysis	1272
限界	限界	限界	limit	limit	limit	1267
仕様	仕様	仕様	specifications	specifications	specification	1267
詳細	詳細	詳細	detail	detail	detail	1260
不安定	不安定	不安定	instability	instability	instability	1259
グループ	グループ	グループ	group	group	group	1253
成人	成人	成人	adult	adult	adult	1251
実現	実現	実現	realization	realization	realization	1249
生育	生育	生育	growth	growth	growth	1243
論文	論文	論文	paper	paper	paper	1239
特徴	特徴	特徴	feature	feature	feature	1232
運用	運用	運用	operation	operation	operation	1225
進行	進行	進行	progress	progress	progress	1223
固定	固定	固定	fixation	fixation	fixation	1219
形態	形態	形態	morphology	morphology	morphology	1198
衛星	衛星	衛星	satellite	satellite	satellite	1184
スクリーニング	スクリーニング	スクリーニング	screening	screening	screening	1178
形態	形態	形態	form	form	form	1177
形成	形成	形成	form	form	form	1175
素子	素子	素子	device	device	device	1171
磁場	磁場	磁場	field	field	field	1157
出現	出現	出現	appearance	appearance	appearance	1150
インピーダンス	インピーダンス	インピーダンス	impedance	impedance	impedance	1149
確率	確率	確率	probability	probability	probability	1149
乾燥	乾燥	乾燥	drying	drying	drying	1142
装置	装置	装置	system	system	system	1142
領域	領域	領域	area	area	area	1140
ピーク	ピーク	ピーク	peaks	peaks	peak	1137
増殖	増殖	増殖	growth	growth	growth	1126
解明	解明	解明	elucidation	elucidation	elucidation	1126
変調	変調	変調	modulation	modulation	modulation	1117
状況	状況	状況	situations	situations	situation	1112
気体	気体	気体	gas	gas	gas	1107
飽和	飽和	飽和	saturation	saturation	saturation	1106
肺癌	肺癌	肺癌	lung cancer	lung cancer	lung cancer	1106
違い	違い	違い	difference	difference	difference	1099
活用	活用	活用	utilization	utilization	utilization	1098
分極	分極	分極	polarization	polarization	polarization	1093
蓄積	蓄積	蓄積	accumulation	accumulation	accumulation	1091
スイッチング	スイッチング	スイッチング	switching	switching	switching	1087
抵抗	抵抗	抵抗	resistivity	resistivity	resistivity	1085
飼料	飼料	飼料	feed	feed	feed	1084
試験	試験	試験	testing	testing	testing	1081
コラーゲン	コラーゲン	コラーゲン	collagen	collagen	collagen	1074
指導	指導	指導	guidance	guidance	guidance	1072
設置	設置	設置	installation	installation	installation	1071
紹介	紹介	紹介	presents	presents	present	1064
生活	生活	生活	life	life	life	1061
作用	作用	作用	effect	effect	effect	1058
保守	保守	保守	maintenance	maintenance	maintenance	1058
センサ	センサ	センサ	sensors	sensors	sensor	1054
入射	入射	入射	incident	incident	incident	1050
知見	知見	知見	knowledge	knowledge	knowledge	1049
経緯	経緯	経緯	history	history	history	1040
生存	生存	生存	survival	survival	survival	1034
用途	用途	用途	application	application	application	1029
エタノール	エタノール	エタノール	ethanol	ethanol	ethanol	1025
阻害	阻害	阻害	inhibitor	inhibitor	inhibitor	1021
交通	交通	交通	traffic	traffic	traffic	1021
振動	振動	振動	oscillation	oscillation	oscillation	1015
関係	関係	関係	relationship	relationship	relationship	1013
選定	選定	選定	selection	selection	selection	1011
速度	速度	速度	rates	rates	rate	1010
活性	活性	活性	activities	activities	activity	1008
ワクチン	ワクチン	ワクチン	vaccine	vaccine	vaccine	1006
検証	検証	検証	verification	verification	verification	1002
系統	系統	系統	system	system	system	999
ドメイン	ドメイン	ドメイン	domain	domain	domain	995
発達	発達	発達	development	development	development	995
半径	半径	半径	radius	radius	radius	994
挿入	挿入	挿入	insertion	insertion	insertion	991
透過	透過	透過	transmission	transmission	transmission	984
現場	現場	現場	field	field	field	980
結腸	結腸	結腸	colon	colon	colon	972
種類	種類	種類	type	type	type	962
クラスタ	クラスタ	クラスタ	clusters	clusters	cluster	961
顕微鏡	顕微鏡	顕微鏡	microscope	microscope	microscope	958
痛み	痛み	痛み	pain	pain	pain	957
訓練	訓練	訓練	training	training	training	957
デザイン	デザイン	デザイン	design	design	design	952
妊娠	妊娠	妊娠	pregnancy	pregnancy	pregnancy	952
ゴム	ゴム	ゴム	rubber	rubber	rubber	951
換気	換気	換気	ventilation	ventilation	ventilation	948
探索	探索	探索	search	search	search	946
配線	配線	配線	wiring	wiring	wiring	938
部位	部位	部位	position	position	position	938
流量	流量	流量	flow rate	flow rate	flow rate	936
促進	促進	促進	promotion	promotion	promotion	936
工場	工場	工場	factory	factory	factory	936
回路	回路	回路	circuits	circuits	circuit	931
ポイント	ポイント	ポイント	points	points	point	928
品種	品種	品種	varieties	varieties	variety	925
曝露	曝露	曝露	exposure	exposure	exposure	913
調整	調整	調整	adjustment	adjustment	adjustment	912
処方	処方	処方	prescription	prescription	prescription	910
適応	適応	適応	indication	indication	indication	902
ホルモン	ホルモン	ホルモン	hormone	hormone	hormone	901
熱処理	熱処理	熱処理	heat treatment	heat treatment	heat treatment	898
道路	道路	道路	road	road	road	896
地域	地域	地域	area	area	area	894
施設	施設	施設	facility	facility	facility	888
ナトリウム	ナトリウム	ナトリウム	sodium	sodium	sodium	883
配管	配管	配管	piping	piping	piping	879
発症	発症	発症	onset	onset	onset	878
変数	変数	変数	variables	variables	variable	878
組合せ	組合せ	組合せ	combination	combination	combination	874
構成	構成	構成	configuration	configuration	configuration	866
錯体	錯体	錯体	complexes	complexes	complex	865
意識	意識	意識	consciousness	consciousness	consciousness	863
パネル	パネル	パネル	panel	panel	panel	861
全身	全身	全身	systemic	systemic	systemic	859
セメント	セメント	セメント	cement	cement	cement	858
評価	評価	評価	assessment	assessment	assessment	854
方式	方式	方式	scheme	scheme	scheme	851
間隔	間隔	間隔	interval	interval	interval	840
増大	増大	増大	increases	increases	increase	840
定数	定数	定数	constants	constants	constant	836
混合	混合	混合	mixture	mixture	mixture	830
部位	部位	部位	site	site	site	828
浸潤	浸潤	浸潤	infiltration	infiltration	infiltration	823
被害	被害	被害	damage	damage	damage	822
睡眠	睡眠	睡眠	sleep	sleep	sleep	821
平面	平面	平面	plane	plane	plane	818
誘導体	誘導体	誘導体	derivatives	derivatives	derivative	808
呼吸	呼吸	呼吸	respiration	respiration	respiration	804
タイプ	タイプ	タイプ	types	types	type	802
インターネット	インターネット	インターネット	internet	internet	internet	801
カラー	カラー	カラー	color	color	color	800
重合	重合	重合	polymerization	polymerization	polymerization	797
漏れ	漏れ	漏れ	leakage	leakage	leakage	793
吸入	吸入	吸入	inhalation	inhalation	inhalation	793
アルコール	アルコール	アルコール	alcohol	alcohol	alcohol	793
事例	事例	事例	examples	examples	example	792
影響	影響	影響	affects	affects	affect	787
森林	森林	森林	forest	forest	forest	784
体系	体系	体系	system	system	system	782
組み合わせ	組み合わせ	組み合わせ	combination	combination	combination	782
変換	変換	変換	transformation	transformation	transformation	781
プレス	プレス	プレス	press	press	press	777
素子	素子	素子	devices	devices	device	776
溶解	溶解	溶解	dissolution	dissolution	dissolution	771
カラム	カラム	カラム	column	column	column	769
用途	用途	用途	applications	applications	application	766
病因	病因	病因	etiology	etiology	etiology	764
プログラム	プログラム	プログラム	programs	programs	program	763
汚染	汚染	汚染	pollution	pollution	pollution	762
品種	品種	品種	variety	variety	variety	759
パルス	パルス	パルス	pulses	pulses	pulse	756
資源	資源	資源	resource	resource	resource	754
発熱	発熱	発熱	fever	fever	fever	750
水質	水質	水質	water quality	water quality	water quality	749
設計	設計	設計	designs	designs	design	749
結合	結合	結合	bond	bond	bond	749
決定	決定	決定	decision	decision	decision	746
調節	調節	調節	regulation	regulation	regulation	743
利点	利点	利点	advantages	advantages	advantage	741
保全	保全	保全	maintenance	maintenance	maintenance	739
レーザ	レーザ	レーザ	lasers	lasers	laser	738
アクチュエータ	アクチュエータ	アクチュエータ	actuator	actuator	actuator	736
宇宙	宇宙	宇宙	space	space	space	735
位置	位置	位置	positions	positions	position	735
異常	異常	異常	abnormalities	abnormalities	abnormality	733
石油	石油	石油	petroleum	petroleum	petroleum	731
腎臓	腎臓	腎臓	kidney	kidney	kidney	729
サイト	サイト	サイト	site	site	site	727
小児	小児	小児	infant	infant	infant	726
視点	視点	視点	viewpoint	viewpoint	viewpoint	722
注意	注意	注意	attention	attention	attention	718
触媒	触媒	触媒	catalysts	catalysts	catalyst	717
経済	経済	経済	economy	economy	economy	713
拡大	拡大	拡大	extension	extension	extension	713
規格	規格	規格	standards	standards	standard	713
増幅	増幅	増幅	amplification	amplification	amplification	710
能力	能力	能力	capacity	capacity	capacity	708
注射	注射	注射	injection	injection	injection	708
農業	農業	農業	agriculture	agriculture	agriculture	696
利用	利用	利用	application	application	application	695
関節	関節	関節	joints	joints	joint	693
要求	要求	要求	requirements	requirements	requirement	689
行動	行動	行動	action	action	action	688
実施	実施	実施	execution	execution	execution	687
考慮	考慮	考慮	consideration	consideration	consideration	686
コントラスト	コントラスト	コントラスト	contrast	contrast	contrast	685
腸管	腸管	腸管	intestine	intestine	intestine	683
置換	置換	置換	replacement	replacement	replacement	682
対流	対流	対流	convection	convection	convection	678
ニッケル	ニッケル	ニッケル	nickel	nickel	nickel	674
一環	一環	一環	part	part	part	674
ソース	ソース	ソース	source	source	source	673
容積	容積	容積	volume	volume	volume	673
アプリケーション	アプリケーション	アプリケーション	application	application	application	670
発酵	発酵	発酵	fermentation	fermentation	fermentation	669
物体	物体	物体	object	object	object	669
おう吐	おう吐	おう吐	vomiting	vomiting	vomiting	668
鑑別	鑑別	鑑別	differential	differential	differential	668
胆嚢	胆嚢	胆嚢	gallbladder	gallbladder	gallbladder	665
文献	文献	文献	literature	literature	literature	665
現地	現地	現地	field	field	field	664
カテーテル	カテーテル	カテーテル	catheter	catheter	catheter	663
手法	手法	手法	methods	methods	method	660
採用	採用	採用	adoption	adoption	adoption	656
疫学	疫学	疫学	epidemiology	epidemiology	epidemiology	654
寿命	寿命	寿命	lifetime	lifetime	lifetime	654
めっき	めっき	めっき	plating	plating	plating	653
補償	補償	補償	compensation	compensation	compensation	651
バンド	バンド	バンド	bands	bands	band	650
性能	性能	性能	performances	performances	performance	649
ポイント	ポイント	ポイント	point	point	point	646
方式	方式	方式	systems	systems	system	646
気泡	気泡	気泡	bubble	bubble	bubble	644
併用	併用	併用	combination	combination	combination	640
電流	電流	電流	currents	currents	current	640
伝達	伝達	伝達	transmission	transmission	transmission	640
色素	色素	色素	pigment	pigment	pigment	638
技術開発	技術開発	技術開発	technology development	technology development	technology development	634
セル	セル	セル	cells	cells	cell	634
電界	電界	電界	field	field	field	631
燃料電池	燃料電池	燃料電池	fuel cell	fuel cell	fuel cell	627
伝達	伝達	伝達	transduction	transduction	transduction	626
鑑別	鑑別	鑑別	differentiation	differentiation	differentiation	625
言語	言語	言語	language	language	language	624
原理	原理	原理	principles	principles	principle	622
受容	受容	受容	receptor	receptor	receptor	621
サイト	サイト	サイト	sites	sites	site	619
集積	集積	集積	integration	integration	integration	615
基準	基準	基準	standards	standards	standard	614
抗生物質	抗生物質	抗生物質	antibiotics	antibiotics	antibiotic	614
観測	観測	観測	observations	observations	observation	613
登録	登録	登録	registration	registration	registration	612
割合	割合	割合	proportion	proportion	proportion	610
凝固	凝固	凝固	solidification	solidification	solidification	609
ゆらぎ	ゆらぎ	ゆらぎ	fluctuation	fluctuation	fluctuation	608
ビット	ビット	ビット	bit	bit	bit	603
説明	説明	説明	explanation	explanation	explanation	603
トラヒック	トラヒック	トラヒック	traffic	traffic	traffic	603
作用	作用	作用	effects	effects	effect	602
判定	判定	判定	decision	decision	decision	602
室温	室温	室温	room temperature	room temperature	room temperature	600
硫黄	硫黄	硫黄	sulfur	sulfur	sulfur	598
リハビリテーション	リハビリテーション	リハビリテーション	rehabilitation	rehabilitation	rehabilitation	598
規制	規制	規制	regulation	regulation	regulation	595
配置	配置	配置	configuration	configuration	configuration	594
仮説	仮説	仮説	hypothesis	hypothesis	hypothesis	593
外科	外科	外科	surgery	surgery	surgery	592
汚染	汚染	汚染	contamination	contamination	contamination	592
自己	自己	自己	self	self	self	588
重要	重要	重要	importance	importance	importance	588
チャネル	チャネル	チャネル	channels	channels	channel	587
把握	把握	把握	grasping	grasping	grasping	587
利点	利点	利点	advantage	advantage	advantage	587
露光	露光	露光	exposure	exposure	exposure	586
負荷	負荷	負荷	loading	loading	loading	586
蓄積	蓄積	蓄積	storage	storage	storage	585
グループ	グループ	グループ	groups	groups	group	582
都市	都市	都市	city	city	city	579
行政	行政	行政	administration	administration	administration	579
模型	模型	模型	models	models	model	578
秩序	秩序	秩序	order	order	order	577
表現	表現	表現	expression	expression	expression	576
悪化	悪化	悪化	deterioration	deterioration	deterioration	576
塩素	塩素	塩素	chlorine	chlorine	chlorine	573
看護	看護	看護	nursing	nursing	nursing	572
フィルタ	フィルタ	フィルタ	filters	filters	filter	571
記述	記述	記述	description	description	description	568
発育	発育	発育	growth	growth	growth	568
資料	資料	資料	data	data	datum	567
媒体	媒体	媒体	media	media	medium	567
スラグ	スラグ	スラグ	slag	slag	slag	566
変態	変態	変態	transformation	transformation	transformation	565
木材	木材	木材	wood	wood	wood	563
乳癌	乳癌	乳癌	breast cancer	breast cancer	breast cancer	562
制限	制限	制限	restriction	restriction	restriction	560
医師	医師	医師	doctor	doctor	doctor	560
ガス	ガス	ガス	gases	gases	gas	559
サンプリング	サンプリング	サンプリング	sampling	sampling	sampling	559
カリウム	カリウム	カリウム	potassium	potassium	potassium	558
粘性	粘性	粘性	viscosity	viscosity	viscosity	557
周期	周期	周期	cycle	cycle	cycle	557
合併	合併	合併	combination	combination	combination	557
女性	女性	女性	females	females	female	555
作用	作用	作用	actions	actions	action	555
進化	進化	進化	evolution	evolution	evolution	553
特性	特性	特性	performance	performance	performance	552
無線	無線	無線	radio	radio	radio	552
組成	組成	組成	compositions	compositions	composition	551
フィールド	フィールド	フィールド	field	field	field	551
人口	人口	人口	population	population	population	551
進歩	進歩	進歩	advance	advance	advance	551
成長速度	成長速度	成長速度	growth rate	growth rate	growth rate	548
取り組み	取り組み	取り組み	challenge	challenge	challenge	545
表面粗	表面粗	表面粗	surface roughness	surface roughness	surface roughness	544
強度	強度	強度	intensities	intensities	intensity	544
統合	統合	統合	integration	integration	integration	543
ゆらぎ	ゆらぎ	ゆらぎ	fluctuations	fluctuations	fluctuation	540
皮疹	皮疹	皮疹	efflorescence	efflorescence	efflorescence	539
結合	結合	結合	combination	combination	combination	539
寸法	寸法	寸法	size	size	size	538
理由	理由	理由	reason	reason	reason	538
外観	外観	外観	appearance	appearance	appearance	537
ウエハ	ウエハ	ウエハ	wafers	wafers	wafer	537
地区	地区	地区	district	district	district	537
輸血	輸血	輸血	blood transfusion	blood transfusion	blood transfusion	536
意味	意味	意味	meaning	meaning	meaning	536
移動	移動	移動	migration	migration	migration	535
差異	差異	差異	difference	difference	difference	535
領域	領域	領域	domain	domain	domain	534
臓器	臓器	臓器	organs	organs	organ	533
タンク	タンク	タンク	tank	tank	tank	530
サンプル	サンプル	サンプル	samples	samples	sample	529
メンテナンス	メンテナンス	メンテナンス	maintenance	maintenance	maintenance	528
部分	部分	部分	parts	parts	part	528
近傍	近傍	近傍	vicinity	vicinity	vicinity	527
蓄熱	蓄熱	蓄熱	heat storage	heat storage	heat storage	525
振動	振動	振動	oscillations	oscillations	oscillation	524
核形成	核形成	核形成	nucleation	nucleation	nucleation	523
故障	故障	故障	failure	failure	failure	522
照明	照明	照明	lighting	lighting	lighting	520
情報システム	情報システム	情報システム	information system	information system	information system	519
腹水	腹水	腹水	ascites	ascites	ascite	518
熱力学	熱力学	熱力学	thermodynamic	thermodynamic	thermodynamic	518
進歩	進歩	進歩	progress	progress	progress	517
微小	微小	微小	minute	minute	minute	517
点検	点検	点検	inspection	inspection	inspection	517
考察	考察	考察	consideration	consideration	consideration	516
航空機	航空機	航空機	aircraft	aircraft	aircraft	515
マクロファージ	マクロファージ	マクロファージ	macrophage	macrophage	macrophage	515
粒径	粒径	粒径	particle size	particle size	particle size	513
放射線療法	放射線療法	放射線療法	radiotherapy	radiotherapy	radiotherapy	510
スループット	スループット	スループット	throughput	throughput	throughput	509
水準	水準	水準	level	level	level	508
エチレン	エチレン	エチレン	ethylene	ethylene	ethylene	508
組織	組織	組織	structure	structure	structure	507
消費電力	消費電力	消費電力	power consumption	power consumption	power consumption	504
介護	介護	介護	nursing	nursing	nursing	503
熱源	熱源	熱源	heat source	heat source	heat source	500
抑制	抑制	抑制	suppresses	suppresses	suppresse	500
顔面	顔面	顔面	face	face	face	500
事項	事項	事項	matters	matters	matter	499
スペース	スペース	スペース	space	space	space	497
品質管理	品質管理	品質管理	quality control	quality control	quality control	496
コンダクタンス	コンダクタンス	コンダクタンス	conductance	conductance	conductance	494
光触媒	光触媒	光触媒	photocatalyst	photocatalyst	photocatalyst	488
アプリケーション	アプリケーション	アプリケーション	applications	applications	application	487
析出	析出	析出	precipitation	precipitation	precipitation	487
ロボット	ロボット	ロボット	robots	robots	robot	486
気道	気道	気道	air duct	air duct	air duct	485
メディア	メディア	メディア	media	media	medium	485
抗原	抗原	抗原	antigens	antigens	antigen	484
発生	発生	発生	development	development	development	482
参照	参照	参照	reference	reference	reference	482
相違	相違	相違	difference	difference	difference	481
伝播	伝播	伝播	propagation	propagation	propagation	480
磁石	磁石	磁石	magnet	magnet	magnet	478
ダイオキシン	ダイオキシン	ダイオキシン	dioxin	dioxin	dioxin	477
参加	参加	参加	participation	participation	participation	475
結晶	結晶	結晶	crystallinity	crystallinity	crystallinity	474
地域	地域	地域	areas	areas	area	473
水温	水温	水温	water temperature	water temperature	water temperature	470
